"","GSM1387702","GSM1387703","GSM1387700","GSM1387701"
"RNF14:201824_at",NA,NA,NA,NA
"SCCPDH:201825_s_at",NA,NA,NA,NA
"SCCPDH:201826_s_at",NA,NA,NA,NA
"SMARCD2:201827_at",NA,NA,NA,NA
"FAM127A:201828_x_at",NA,NA,NA,NA
"NET1:201829_at",NA,NA,NA,NA
"NET1:201830_s_at",NA,NA,NA,NA
"USO1:201831_s_at",NA,NA,NA,NA
"USO1:201832_s_at",NA,NA,NA,NA
"HDAC2:201833_at",NA,NA,NA,NA
"PRKAB1:201834_at",NA,NA,NA,NA
"PRKAB1:201835_s_at",NA,NA,NA,NA
"SUPT7L:201836_s_at",NA,NA,NA,NA
"SUPT7L:201837_s_at",NA,NA,NA,NA
"SUPT7L:201838_s_at",NA,NA,NA,NA
"EPCAM:201839_s_at",NA,NA,NA,NA
"NEDD8:201840_at",NA,NA,NA,NA
"HSPB1:201841_s_at",NA,NA,NA,NA
"EFEMP1:201842_s_at",3.48155728070859,3.99095486039699,1.97819562968165,3.55704241526372
"EFEMP1:201843_s_at",NA,NA,NA,NA
"RYBP:201844_s_at",NA,NA,NA,NA
"RYBP:201845_s_at",NA,NA,NA,NA
"RYBP:201846_s_at",NA,NA,NA,NA
"LIPA:201847_at",NA,NA,NA,NA
"BNIP3:201848_s_at",3.27798474729977,2.77188557851537,3.39094277280254,4.17232749165762
"BNIP3:201849_at",2.91456452349394,2.97085365434048,1.56071495447448,2.82984955984469
"CAPG:201850_at",NA,NA,NA,NA
"SH3GL1:201851_at",NA,NA,NA,NA
"COL3A1:201852_x_at",NA,NA,NA,NA
"CDC25B:201853_s_at",NA,NA,NA,NA
"ATMIN:201854_s_at",NA,NA,NA,NA
"ATMIN:201855_s_at",NA,NA,NA,NA
"ZFR:201856_s_at",NA,NA,NA,NA
"ZFR:201857_at",NA,NA,NA,NA
"SRGN:201858_s_at",NA,NA,NA,NA
"SRGN:201859_at",NA,NA,NA,NA
"PLAT:201860_s_at",NA,NA,NA,NA
"LRRFIP1:201861_s_at",NA,NA,NA,NA
"LRRFIP1:201862_s_at",NA,NA,NA,NA
"FAM32A:201863_at",NA,NA,NA,NA
"GDI1:201864_at",NA,NA,NA,NA
"NR3C1:201865_x_at",NA,NA,NA,NA
"NR3C1:201866_s_at",NA,NA,NA,NA
"TBL1X:201867_s_at",NA,NA,NA,NA
"TBL1X:201868_s_at",8.73572524507657,8.48872386584923,8.38219169362566,8.4556560022205
"TBL1X:201869_s_at",NA,NA,NA,NA
"TOMM34:201870_at",NA,NA,NA,NA
"UBXN1:201871_s_at",NA,NA,NA,NA
"ABCE1:201872_s_at",NA,NA,NA,NA
"ABCE1:201873_s_at",NA,NA,NA,NA
"MPZL1:201874_at",NA,NA,NA,NA
"MPZL1:201875_s_at",9.53344654498886,9.60646073549238,9.74691734610828,9.76720785899249
"PON2:201876_at",NA,NA,NA,NA
"PPP2R5C:201877_s_at",NA,NA,NA,NA
"ARIH1:201878_at",NA,NA,NA,NA
"ARIH1:201879_at",NA,NA,NA,NA
"ARIH1:201880_at",NA,NA,NA,NA
"ARIH1:201881_s_at",NA,NA,NA,NA
"B4GALT1:201882_x_at",NA,NA,NA,NA
"B4GALT1:201883_s_at",NA,NA,NA,NA
"CEACAM5:201884_at",NA,NA,NA,NA
"CYB5R3:201885_s_at",NA,NA,NA,NA
"DCAF11:201886_at",NA,NA,NA,NA
"IL13RA1:201887_at",NA,NA,NA,NA
"IL13RA1:201888_s_at",NA,NA,NA,NA
"FAM3C:201889_at",NA,NA,NA,NA
"RRM2:201890_at",NA,NA,NA,NA
"B2M:201891_s_at",NA,NA,NA,NA
"IMPDH2:201892_s_at",NA,NA,NA,NA
"DCN:201893_x_at",NA,NA,NA,NA
"SSR1:201894_s_at",NA,NA,NA,NA
"ARAF:201895_at",NA,NA,NA,NA
"PSRC1:201896_s_at",NA,NA,NA,NA
"CKS1B:201897_s_at",NA,NA,NA,NA
"UBE2A:201898_s_at",NA,NA,NA,NA
"UBE2A:201899_s_at",NA,NA,NA,NA
"AKR1A1:201900_s_at",NA,NA,NA,NA
"YY1:201901_s_at",NA,NA,NA,NA
"YY1:201902_s_at",NA,NA,NA,NA
"UQCRC1:201903_at",NA,NA,NA,NA
"CTDSPL:201904_s_at",NA,NA,NA,NA
"CTDSPL:201905_s_at",NA,NA,NA,NA
"CTDSPL:201906_s_at",NA,NA,NA,NA
"DVL3:201907_x_at",NA,NA,NA,NA
"DVL3:201908_at",NA,NA,NA,NA
"RPS4Y1:201909_at",NA,NA,NA,NA
"FARP1:201910_at",NA,NA,NA,NA
"FARP1:201911_s_at",NA,NA,NA,NA
"GSPT1:201912_s_at",NA,NA,NA,NA
"COASY:201913_s_at",NA,NA,NA,NA
"SEC63:201914_s_at",NA,NA,NA,NA
"SEC63:201915_at",NA,NA,NA,NA
"SEC63:201916_s_at",NA,NA,NA,NA
"SLC25A36:201917_s_at",NA,NA,NA,NA
"SLC25A36:201918_at",NA,NA,NA,NA
"SLC25A36:201919_at",NA,NA,NA,NA
"SLC20A1:201920_at",NA,NA,NA,NA
"GNG10:201921_at",NA,NA,NA,NA
"NSA2:201922_at",NA,NA,NA,NA
"PRDX4:201923_at",NA,NA,NA,NA
"AFF1:201924_at",NA,NA,NA,NA
"CD55:201925_s_at",NA,NA,NA,NA
"CD55:201926_s_at",NA,NA,NA,NA
"PKP4:201927_s_at",10.5610587761967,10.6718948418586,10.629147122635,10.4339296440227
"PKP4:201928_at",NA,NA,NA,NA
"PKP4:201929_s_at",NA,NA,NA,NA
"MCM6:201930_at",NA,NA,NA,NA
"ETFA:201931_at",NA,NA,NA,NA
"LRRC41:201932_at",8.1698749069948,8.21110956432488,7.97853886971045,7.78718429711903
"CHMP1A:201933_at",NA,NA,NA,NA
"WDR82:201934_at",NA,NA,NA,NA
"EIF4G3:201935_s_at",NA,NA,NA,NA
"EIF4G3:201936_s_at",NA,NA,NA,NA
"DNPEP:201937_s_at",NA,NA,NA,NA
"CDK2AP1:201938_at",NA,NA,NA,NA
"PLK2:201939_at",NA,NA,NA,NA
"CPD:201940_at",NA,NA,NA,NA
"CPD:201941_at",NA,NA,NA,NA
"CPD:201942_s_at",NA,NA,NA,NA
"CPD:201943_s_at",NA,NA,NA,NA
"HEXB:201944_at",NA,NA,NA,NA
"FURIN:201945_at",NA,NA,NA,NA
"CCT2:201946_s_at",NA,NA,NA,NA
"CCT2:201947_s_at",NA,NA,NA,NA
"GNL2:201948_at",NA,NA,NA,NA
"CAPZB:201949_x_at",NA,NA,NA,NA
"CAPZB:201950_x_at",NA,NA,NA,NA
"ALCAM:201951_at",NA,NA,NA,NA
"ALCAM:201952_at",NA,NA,NA,NA
"CIB1:201953_at",NA,NA,NA,NA
"ARPC1B:201954_at",NA,NA,NA,NA
"CCNC:201955_at",NA,NA,NA,NA
"GNPAT:201956_s_at",NA,NA,NA,NA
"PPP1R12B:201957_at",NA,NA,NA,NA
"PPP1R12B:201958_s_at",NA,NA,NA,NA
"MYCBP2:201959_s_at",NA,NA,NA,NA
"MYCBP2:201960_s_at",NA,NA,NA,NA
"RNF41:201961_s_at",NA,NA,NA,NA
"RNF41:201962_s_at",NA,NA,NA,NA
"ACSL1:201963_at",8.70701394843505,8.45174687049849,9.26800388640251,9.27963379397983
"SETX:201964_at",NA,NA,NA,NA
"SETX:201965_s_at",NA,NA,NA,NA
"NDUFS2:201966_at",NA,NA,NA,NA
"RBM6:201967_at",NA,NA,NA,NA
"PGM1:201968_s_at",NA,NA,NA,NA
"NASP:201969_at",NA,NA,NA,NA
"NASP:201970_s_at",NA,NA,NA,NA
"ATP6V1A:201971_s_at",NA,NA,NA,NA
"ATP6V1A:201972_at",NA,NA,NA,NA
"CCZ1B///CCZ1:201973_s_at",NA,NA,NA,NA
"CCZ1:201974_s_at",NA,NA,NA,NA
"CLIP1:201975_at",NA,NA,NA,NA
"MYO10:201976_s_at",NA,NA,NA,NA
"KIAA0141:201977_s_at",NA,NA,NA,NA
"KIAA0141:201978_s_at",NA,NA,NA,NA
"PPP5C:201979_s_at",NA,NA,NA,NA
"RSU1:201980_s_at",NA,NA,NA,NA
"PAPPA:201981_at",NA,NA,NA,NA
"PAPPA:201982_s_at",NA,NA,NA,NA
"EGFR:201983_s_at",NA,NA,NA,NA
"EGFR:201984_s_at",NA,NA,NA,NA
"KIAA0196:201985_at",NA,NA,NA,NA
"MED13:201986_at",NA,NA,NA,NA
"MED13:201987_at",NA,NA,NA,NA
"CREBL2:201988_s_at",NA,NA,NA,NA
"CREBL2:201989_s_at",NA,NA,NA,NA
"CREBL2:201990_s_at",NA,NA,NA,NA
"KIF5B:201991_s_at",NA,NA,NA,NA
"KIF5B:201992_s_at",NA,NA,NA,NA
"HNRNPDL:201993_x_at",NA,NA,NA,NA
"MORF4L2:201994_at",NA,NA,NA,NA
"EXT1:201995_at",NA,NA,NA,NA
"SPEN:201996_s_at",10.2744480439252,9.98632559981973,10.1506992887445,10.1849744937994
"SPEN:201997_s_at",NA,NA,NA,NA
"ST6GAL1:201998_at",0,2.98732086592925,2.99638874644762,3.46727948045998
"DYNLT1:201999_s_at",NA,NA,NA,NA
"NDUFA6:202000_at",NA,NA,NA,NA
"NDUFA6:202001_s_at",NA,NA,NA,NA
"ACAA2:202002_at",NA,NA,NA,NA
"ACAA2:202003_s_at",NA,NA,NA,NA
"SDHC:202004_x_at",NA,NA,NA,NA
"ST14:202005_at",NA,NA,NA,NA
"PTPN12:202006_at",NA,NA,NA,NA
"NID1:202007_at",NA,NA,NA,NA
"NID1:202008_s_at",NA,NA,NA,NA
"TWF2:202009_at",NA,NA,NA,NA
"PTGR2///ZNF410:202010_s_at",NA,NA,NA,NA
"TJP1:202011_at",NA,NA,NA,NA
"EXT2:202012_s_at",NA,NA,NA,NA
"EXT2:202013_s_at",NA,NA,NA,NA
"PPP1R15A:202014_at",7.517039424676,7.2240016741981,7.32463061526719,6.84661867505061
"METAP2:202015_x_at",2.65992455840238,1.51601514700366,1.98550043030488,1.18903382439002
"MEST:202016_at",NA,NA,NA,NA
"EPHX1:202017_at",9.02436400911417,9.09631984141827,9.11332544304199,9.27575204882853
"LTF:202018_s_at",NA,NA,NA,NA
"LANCL1:202019_s_at",NA,NA,NA,NA
"LANCL1:202020_s_at",NA,NA,NA,NA
"EIF1:202021_x_at",NA,NA,NA,NA
"ALDOC:202022_at",NA,NA,NA,NA
"EFNA1:202023_at",NA,NA,NA,NA
"ASNA1:202024_at",NA,NA,NA,NA
"ACAA1:202025_x_at",NA,NA,NA,NA
"SDHD:202026_at",NA,NA,NA,NA
"TMEM184B:202027_at",NA,NA,NA,NA
"RPL38:202028_s_at",NA,NA,NA,NA
"RPL38:202029_x_at",NA,NA,NA,NA
"BCKDK:202030_at",NA,NA,NA,NA
"WIPI2:202031_s_at",NA,NA,NA,NA
"MAN2A2:202032_s_at",NA,NA,NA,NA
"RB1CC1:202033_s_at",NA,NA,NA,NA
"RB1CC1:202034_x_at",NA,NA,NA,NA
"SFRP1:202035_s_at",NA,NA,NA,NA
"SFRP1:202036_s_at",NA,NA,NA,NA
"SFRP1:202037_s_at",NA,NA,NA,NA
"UBE4A:202038_at",NA,NA,NA,NA
"MYO18A///TIAF1:202039_at",NA,NA,NA,NA
"KDM5A:202040_s_at",NA,NA,NA,NA
"FIBP:202041_s_at",NA,NA,NA,NA
"LOC101928623///HARS:202042_at",NA,NA,NA,NA
"SMS:202043_s_at",NA,NA,NA,NA
"ARHGAP35:202044_at",9.22857822128274,9.20864893639474,9.08323996636369,9.06759569694004
"ARHGAP35:202045_s_at",NA,NA,NA,NA
"ARHGAP35:202046_s_at",7.53294028837287,7.44451799301967,7.3311856782348,7.18665901720211
"CBX6:202047_s_at",8.54020554865792,8.5928307440545,8.98039666869842,9.23143720871894
"CBX6:202048_s_at",7.63161361866098,7.39703281709685,8.03342300153745,8.22978016673333
"ZMYM4:202049_s_at",NA,NA,NA,NA
"ZMYM4:202050_s_at",NA,NA,NA,NA
"ZMYM4:202051_s_at",NA,NA,NA,NA
"RAI14:202052_s_at",NA,NA,NA,NA
"ALDH3A2:202053_s_at",NA,NA,NA,NA
"ALDH3A2:202054_s_at",NA,NA,NA,NA
"KPNA1:202055_at",NA,NA,NA,NA
"KPNA1:202056_at",NA,NA,NA,NA
"KPNA1:202057_at",NA,NA,NA,NA
"KPNA1:202058_s_at",NA,NA,NA,NA
"KPNA1:202059_s_at",NA,NA,NA,NA
"CTR9:202060_at",NA,NA,NA,NA
"SEL1L:202061_s_at",NA,NA,NA,NA
"SEL1L:202062_s_at",NA,NA,NA,NA
"SEL1L:202063_s_at",NA,NA,NA,NA
"SEL1L:202064_s_at",NA,NA,NA,NA
"PPFIA1:202065_s_at",9.63257722746004,9.50539475925091,9.60546099810916,9.52338552875664
"PPFIA1:202066_at",NA,NA,NA,NA
"LDLR:202067_s_at",10.403054643183,10.3473223908057,10.2590488143,10.1526270931493
"LDLR:202068_s_at",NA,NA,NA,NA
"IDH3A:202069_s_at",NA,NA,NA,NA
"IDH3A:202070_s_at",NA,NA,NA,NA
"SDC4:202071_at",NA,NA,NA,NA
"HNRNPL:202072_at",NA,NA,NA,NA
"OPTN:202073_at",NA,NA,NA,NA
"OPTN:202074_s_at",NA,NA,NA,NA
"PLTP:202075_s_at",7.68860001099912,7.73009646559547,7.84893585552456,7.98350669510787
"BIRC2:202076_at",NA,NA,NA,NA
"NDUFAB1:202077_at",NA,NA,NA,NA
"COPS3:202078_at",NA,NA,NA,NA
"TRAK1:202079_s_at",NA,NA,NA,NA
"TRAK1:202080_s_at",NA,NA,NA,NA
"IER2:202081_at",NA,NA,NA,NA
"SEC14L1:202082_s_at",10.1754622253363,10.1062357616157,9.68304723582457,9.48653338131226
"SEC14L1:202083_s_at",NA,NA,NA,NA
"SEC14L1:202084_s_at",NA,NA,NA,NA
"TJP2:202085_at",NA,NA,NA,NA
"MX1:202086_at",NA,NA,NA,NA
"CTSL:202087_s_at",NA,NA,NA,NA
"SLC39A6:202088_at",NA,NA,NA,NA
"SLC39A6:202089_s_at",NA,NA,NA,NA
"UQCR11:202090_s_at",NA,NA,NA,NA
"ARL2BP:202091_at",NA,NA,NA,NA
"ARL2BP:202092_s_at",NA,NA,NA,NA
"PAF1:202093_s_at",NA,NA,NA,NA
"BIRC5:202094_at",NA,NA,NA,NA
"BIRC5:202095_s_at",NA,NA,NA,NA
"TSPO:202096_s_at",NA,NA,NA,NA
"NUP153:202097_at",NA,NA,NA,NA
"PRMT2:202098_s_at",NA,NA,NA,NA
"DGCR2:202099_s_at",NA,NA,NA,NA
"RALB:202100_at",NA,NA,NA,NA
"RALB:202101_s_at",NA,NA,NA,NA
"BRD4:202102_s_at",NA,NA,NA,NA
"BRD4:202103_at",NA,NA,NA,NA
"LOC101930112///SPG7:202104_s_at",NA,NA,NA,NA
"IGBP1:202105_at",NA,NA,NA,NA
"GOLGA3:202106_at",NA,NA,NA,NA
"MCM2:202107_s_at",NA,NA,NA,NA
"PEPD:202108_at",NA,NA,NA,NA
"ARFIP2:202109_at",NA,NA,NA,NA
"COX7B:202110_at",NA,NA,NA,NA
"SLC4A2:202111_at",10.5115055957925,10.438376030399,10.5580188456869,10.3928647701791
"VWF:202112_at",NA,NA,NA,NA
"SNX2:202113_s_at",NA,NA,NA,NA
"SNX2:202114_at",NA,NA,NA,NA
"NOC2L:202115_s_at",NA,NA,NA,NA
"DPF2:202116_at",NA,NA,NA,NA
"ARHGAP1:202117_at",NA,NA,NA,NA
"CPNE3:202118_s_at",NA,NA,NA,NA
"CPNE3:202119_s_at",NA,NA,NA,NA
"AP2S1:202120_x_at",NA,NA,NA,NA
"CHMP2A:202121_s_at",NA,NA,NA,NA
"PLIN3:202122_s_at",NA,NA,NA,NA
"ABL1:202123_s_at",NA,NA,NA,NA
"TRAK2:202124_s_at",NA,NA,NA,NA
"TRAK2:202125_s_at",NA,NA,NA,NA
"PRPF4B:202126_at",NA,NA,NA,NA
"PRPF4B:202127_at",NA,NA,NA,NA
"AREL1:202128_at",NA,NA,NA,NA
"RIOK3:202129_s_at",NA,NA,NA,NA
"RIOK3:202130_at",NA,NA,NA,NA
"RIOK3:202131_s_at",NA,NA,NA,NA
"WWTR1:202132_at",NA,NA,NA,NA
"WWTR1:202133_at",NA,NA,NA,NA
"WWTR1:202134_s_at",NA,NA,NA,NA
"ACTR1B:202135_s_at",NA,NA,NA,NA
"ZMYND11:202136_at",NA,NA,NA,NA
"ZMYND11:202137_s_at",NA,NA,NA,NA
"AIMP2:202138_x_at",NA,NA,NA,NA
"AKR7A2:202139_at",NA,NA,NA,NA
"CLK3:202140_s_at",NA,NA,NA,NA
"COPS8:202141_s_at",NA,NA,NA,NA
"COPS8:202142_at",NA,NA,NA,NA
"COPS8:202143_s_at",NA,NA,NA,NA
"ADSL:202144_s_at",NA,NA,NA,NA
"LY6E:202145_at",NA,NA,NA,NA
"IFRD1:202146_at",10.3851074299453,10.4492621576869,10.7916594419043,10.8676339634895
"IFRD1:202147_s_at",9.56860219726183,9.57708888601567,10.0279474527283,10.0124569362888
"PYCR1:202148_s_at",NA,NA,NA,NA
"NEDD9:202149_at",NA,NA,NA,NA
"NEDD9:202150_s_at",NA,NA,NA,NA
"UBAC1:202151_s_at",NA,NA,NA,NA
"USF2:202152_x_at",NA,NA,NA,NA
"NUP62:202153_s_at",NA,NA,NA,NA
"TUBB3:202154_x_at",NA,NA,NA,NA
"NUP214:202155_s_at",NA,NA,NA,NA
"CELF2:202156_s_at",1.52105073690096,2.93357263826102,2.12101540096137,3.27202318906105
"CELF2:202157_s_at",3.26303440583379,2.59454854955035,2.78450398292957,4.37295209791183
"CELF2:202158_s_at",NA,NA,NA,NA
"FARSA:202159_at",NA,NA,NA,NA
"CREBBP:202160_at",NA,NA,NA,NA
"PKN1:202161_at",8.46968251328163,8.35076242400628,8.26373867484504,8.10716475569289
"CNOT8:202162_s_at",NA,NA,NA,NA
"CNOT8:202163_s_at",NA,NA,NA,NA
"CNOT8:202164_s_at",NA,NA,NA,NA
"PPP1R2:202165_at",NA,NA,NA,NA
"PPP1R2:202166_s_at",NA,NA,NA,NA
"MMS19:202167_s_at",NA,NA,NA,NA
"AK6///TAF9:202168_at",NA,NA,NA,NA
"AASDHPPT:202169_s_at",NA,NA,NA,NA
"AASDHPPT:202170_s_at",NA,NA,NA,NA
"VEZF1:202171_at",NA,NA,NA,NA
"VEZF1:202172_at",NA,NA,NA,NA
"VEZF1:202173_s_at",NA,NA,NA,NA
"PCM1:202174_s_at",NA,NA,NA,NA
"CHPF:202175_at",NA,NA,NA,NA
"ERCC3:202176_at",NA,NA,NA,NA
"GAS6:202177_at",NA,NA,NA,NA
"PRKCZ:202178_at",NA,NA,NA,NA
"BLMH:202179_at",NA,NA,NA,NA
"MVP:202180_s_at",NA,NA,NA,NA
"SUSD6:202181_at",NA,NA,NA,NA
"KAT2A:202182_at",NA,NA,NA,NA
"KIF22:202183_s_at",NA,NA,NA,NA
"NUP133:202184_s_at",NA,NA,NA,NA
"PLOD3:202185_at",NA,NA,NA,NA
"PPP2R5A:202186_x_at",NA,NA,NA,NA
"PPP2R5A:202187_s_at",NA,NA,NA,NA
"NUP93:202188_at",NA,NA,NA,NA
"MIR4745///PTBP1:202189_x_at",NA,NA,NA,NA
"CSTF1:202190_at",NA,NA,NA,NA
"GAS7:202191_s_at",NA,NA,NA,NA
"GAS7:202192_s_at",NA,NA,NA,NA
"LIMK2:202193_at",NA,NA,NA,NA
"TMED5:202194_at",NA,NA,NA,NA
"TMED5:202195_s_at",NA,NA,NA,NA
"DKK3:202196_s_at",2.92219784839637,4.12350066435096,3.59215800212536,1.64616265715789
"MTMR3:202197_at",NA,NA,NA,NA
"MTMR3:202198_s_at",4.60703434594862,4.77294133783134,4.4905701304462,4.40803246613065
"SRPK1:202199_s_at",NA,NA,NA,NA
"SRPK1:202200_s_at",NA,NA,NA,NA
"BLVRB:202201_at",NA,NA,NA,NA
"LAMA4:202202_s_at",NA,NA,NA,NA
"AMFR:202203_s_at",NA,NA,NA,NA
"AMFR:202204_s_at",NA,NA,NA,NA
"VASP:202205_at",NA,NA,NA,NA
"ARL4C:202206_at",NA,NA,NA,NA
"ARL4C:202207_at",NA,NA,NA,NA
"ARL4C:202208_s_at",NA,NA,NA,NA
"LSM3:202209_at",NA,NA,NA,NA
"GSK3A:202210_x_at",NA,NA,NA,NA
"ARFGAP3:202211_at",NA,NA,NA,NA
"PES1:202212_at",NA,NA,NA,NA
"CUL4B:202213_s_at",NA,NA,NA,NA
"CUL4B:202214_s_at",NA,NA,NA,NA
"NFYC:202215_s_at",NA,NA,NA,NA
"NFYC:202216_x_at",NA,NA,NA,NA
"C21orf33:202217_at",NA,NA,NA,NA
"FADS2:202218_s_at",7.87233628810464,7.63560930201924,8.39326173541548,8.38685404737717
"SLC6A8:202219_at",NA,NA,NA,NA
"KIAA0907:202220_at",NA,NA,NA,NA
"EP300:202221_s_at",NA,NA,NA,NA
"DES:202222_s_at",NA,NA,NA,NA
"STT3A:202223_at",NA,NA,NA,NA
"CRK:202224_at",NA,NA,NA,NA
"CRK:202225_at",NA,NA,NA,NA
"CRK:202226_s_at",NA,NA,NA,NA
"BRD8:202227_s_at",NA,NA,NA,NA
"NPTN:202228_s_at",NA,NA,NA,NA
"CHERP:202229_s_at",NA,NA,NA,NA
"CHERP:202230_s_at",NA,NA,NA,NA
"EIF3M:202231_at",NA,NA,NA,NA
"EIF3M:202232_s_at",NA,NA,NA,NA
"UQCRHL///UQCRH:202233_s_at",NA,NA,NA,NA
"SLC16A1:202234_s_at",NA,NA,NA,NA
"SLC16A1:202235_at",NA,NA,NA,NA
"SLC16A1:202236_s_at",NA,NA,NA,NA
"LOC101928916///NNMT:202237_at",NA,NA,NA,NA
"LOC101928916///NNMT:202238_s_at",NA,NA,NA,NA
"PARP4:202239_at",NA,NA,NA,NA
"PLK1:202240_at",NA,NA,NA,NA
"TRIB1:202241_at",NA,NA,NA,NA
"TSPAN7:202242_at",3.64270157183323,2.31324585178756,2.81352468929781,2.67581593117227
"PSMB4:202243_s_at",NA,NA,NA,NA
"PSMB4:202244_at",NA,NA,NA,NA
"LSS:202245_at",NA,NA,NA,NA
"CDK4:202246_s_at",NA,NA,NA,NA
"MTA1:202247_s_at",6.17652224654896,6.08470210801199,6.3177743728041,5.75462031167453
"E2F4:202248_at",9.07644151650918,9.11688974259811,8.99870324606075,9.04832338653781
"DCAF8:202249_s_at",NA,NA,NA,NA
"DCAF8:202250_s_at",NA,NA,NA,NA
"PRPF3:202251_at",NA,NA,NA,NA
"RAB13:202252_at",NA,NA,NA,NA
"DNM2:202253_s_at",NA,NA,NA,NA
"SIPA1L1:202254_at",NA,NA,NA,NA
"SIPA1L1:202255_s_at",NA,NA,NA,NA
"CD2BP2:202256_at",NA,NA,NA,NA
"CD2BP2:202257_s_at",NA,NA,NA,NA
"N4BP2L2:202258_s_at",NA,NA,NA,NA
"N4BP2L2:202259_s_at",NA,NA,NA,NA
"STXBP1:202260_s_at",8.99050111136325,8.96587084376779,9.19320499981884,9.15157472976641
"VPS72:202261_at",NA,NA,NA,NA
"DDAH2:202262_x_at",NA,NA,NA,NA
"CYB5R1:202263_at",NA,NA,NA,NA
"TOMM40:202264_s_at",NA,NA,NA,NA
"COMMD3-BMI1///BMI1:202265_at",NA,NA,NA,NA
"TDP2:202266_at",NA,NA,NA,NA
"LAMC2:202267_at",NA,NA,NA,NA
"NAE1:202268_s_at",NA,NA,NA,NA
"GBP1:202269_x_at",NA,NA,NA,NA
"GBP1:202270_at",NA,NA,NA,NA
"FBXO28:202271_at",NA,NA,NA,NA
"FBXO28:202272_s_at",NA,NA,NA,NA
"PDGFRB:202273_at",NA,NA,NA,NA
"ACTG2:202274_at",NA,NA,NA,NA
"G6PD:202275_at",NA,NA,NA,NA
"SHFM1:202276_at",NA,NA,NA,NA
"SPTLC1:202277_at",NA,NA,NA,NA
"SPTLC1:202278_s_at",NA,NA,NA,NA
"C14orf2:202279_at",NA,NA,NA,NA
"GAK:202280_at",NA,NA,NA,NA
"GAK:202281_at",8.40373638573547,8.31242920625061,8.43987242967666,8.48944659862258
"HSD17B10:202282_at",NA,NA,NA,NA
"SERPINF1:202283_at",NA,NA,NA,NA
"CDKN1A:202284_s_at",10.4066514594842,10.5258046221278,10.1536153619704,9.74318506221534
"TACSTD2:202285_s_at",NA,NA,NA,NA
"TACSTD2:202286_s_at",4.32048467801769,3.32624970083746,3.33485426933163,4.25474519762921
"TACSTD2:202287_s_at",NA,NA,NA,NA
"MTOR:202288_at",NA,NA,NA,NA
"TACC2:202289_s_at",NA,NA,NA,NA
"PDAP1:202290_at",NA,NA,NA,NA
"MGP:202291_s_at",NA,NA,NA,NA
"LYPLA2:202292_x_at",NA,NA,NA,NA
"STAG1:202293_at",NA,NA,NA,NA
"STAG1:202294_at",NA,NA,NA,NA
"CTSH:202295_s_at",NA,NA,NA,NA
"RER1:202296_s_at",NA,NA,NA,NA
"RER1:202297_s_at",NA,NA,NA,NA
"NDUFA1:202298_at",NA,NA,NA,NA
"LAMTOR5:202299_s_at",NA,NA,NA,NA
"LAMTOR5:202300_at",NA,NA,NA,NA
"RSRC2:202301_s_at",NA,NA,NA,NA
"RSRC2:202302_s_at",NA,NA,NA,NA
"SMARCA5:202303_x_at",NA,NA,NA,NA
"FNDC3A:202304_at",NA,NA,NA,NA
"FEZ2:202305_s_at",NA,NA,NA,NA
"POLR2G:202306_at",NA,NA,NA,NA
"TAP1:202307_s_at",NA,NA,NA,NA
"SREBF1:202308_at",10.5665868614175,10.4859500312693,10.7806463868154,10.6880579369693
"MTHFD1:202309_at",NA,NA,NA,NA
"COL1A1:202310_s_at",NA,NA,NA,NA
"COL1A1:202311_s_at",2.46988597627446,4.55458885167764,2.72900887033786,3.20320115631661
"COL1A1:202312_s_at",6.31578357458946,6.66661458735288,6.45022149589718,6.09845324630927
"PPP2R2A:202313_at",NA,NA,NA,NA
"LRRD1///CYP51A1:202314_at",NA,NA,NA,NA
"BCR:202315_s_at",NA,NA,NA,NA
"UBE4B:202316_x_at",NA,NA,NA,NA
"UBE4B:202317_s_at",NA,NA,NA,NA
"SENP6:202318_s_at",NA,NA,NA,NA
"SENP6:202319_at",NA,NA,NA,NA
"GTF3C1:202320_at",NA,NA,NA,NA
"GGPS1:202321_at",NA,NA,NA,NA
"GGPS1:202322_s_at",NA,NA,NA,NA
"ACBD3:202323_s_at",NA,NA,NA,NA
"ACBD3:202324_s_at",NA,NA,NA,NA
"ATP5J:202325_s_at",NA,NA,NA,NA
"EHMT2:202326_at",NA,NA,NA,NA
"LOC101930075///PKD1:202327_s_at",NA,NA,NA,NA
"LOC101930075///PKD1:202328_s_at",NA,NA,NA,NA
"CSK:202329_at",NA,NA,NA,NA
"UNG:202330_s_at",NA,NA,NA,NA
"BCKDHA:202331_at",NA,NA,NA,NA
"LOC400927-CSNK1E///CSNK1E:202332_at",8.84520775690671,8.86548584212571,8.65033375384593,8.59611519633453
"UBE2B:202333_s_at",NA,NA,NA,NA
"UBE2B:202334_s_at",NA,NA,NA,NA
"UBE2B:202335_s_at",NA,NA,NA,NA
"PAM:202336_s_at",NA,NA,NA,NA
"PMF1:202337_at",NA,NA,NA,NA
"TK1:202338_at",NA,NA,NA,NA
"SYMPK:202339_at",NA,NA,NA,NA
"NR4A1:202340_x_at",NA,NA,NA,NA
"TRIM2:202341_s_at",NA,NA,NA,NA
"TRIM2:202342_s_at",NA,NA,NA,NA
"COX5B:202343_x_at",NA,NA,NA,NA
"HSF1:202344_at",NA,NA,NA,NA
"FABP5:202345_s_at",NA,NA,NA,NA
"UBE2K:202346_at",NA,NA,NA,NA
